CustomerID,Recency,Frequency,Monetary,Country,R_Score,F_Score,M_Score,RFM_Score,RFM_Total
15536,409,1,259.09,United Kingdom,2,1,1,211,4
15537,163,1,110.92,United Kingdom,3,1,1,311,5
15538,538,6,3358.3999999999996,United Kingdom,1,4,5,145,10
15539,7,1,538.46,United Kingdom,5,1,2,512,8
15540,11,2,460.68,United Kingdom,5,2,2,522,9
15541,114,1,85.13000000000001,United Kingdom,3,1,1,311,5
15542,512,3,918.45,United Kingdom,1,3,3,133,7
15543,288,2,242.84,United Kingdom,2,2,1,221,5
15544,9,20,8162.43,United Kingdom,5,5,5,555,15
15545,54,2,428.05,United Kingdom,4,2,2,422,8
15546,607,2,1079.1000000000001,United Kingdom,1,2,3,123,6
15547,7,26,10154.39,United Kingdom,5,5,5,555,15
15548,596,1,158.09,United Kingdom,1,1,1,111,3
15549,77,8,2345.96,United Kingdom,3,4,4,344,11
15550,4,12,2218.8,United Kingdom,5,5,4,554,14
15551,37,7,1710.08,United Kingdom,4,4,4,444,12
15552,217,2,252.52,United Kingdom,2,2,1,221,5
15553,60,1,437.23,United Kingdom,3,1,2,312,6
15554,278,1,217.2,United Kingdom,2,1,1,211,4
15555,12,36,12112.35,United Kingdom,5,5,5,555,15
15556,24,1,279.77,United Kingdom,4,1,1,411,6
15557,29,1,473.65000000000003,United Kingdom,4,1,2,412,7
15558,639,1,214.13,United Kingdom,1,1,1,111,3
15559,568,1,1109.4,United Kingdom,1,1,3,113,5
15560,398,2,153.52,United Kingdom,2,2,1,221,5
15561,12,8,1934.3899999999999,United Kingdom,5,4,4,544,13
15562,352,3,673.3800000000001,United Kingdom,2,3,3,233,8
15563,22,7,2867.0,United Kingdom,4,4,4,444,12
15564,463,2,70.74000000000001,United Kingdom,1,2,1,121,4
15565,50,2,173.16,United Kingdom,4,2,1,421,7
15566,393,2,227.87,United Kingdom,2,2,1,221,5
15567,19,1,186.01,United Kingdom,5,1,1,511,7
15568,3,3,758.29,United Kingdom,5,3,3,533,11
15569,104,10,3586.35,United Kingdom,3,5,5,355,13
15570,7,25,9311.04,United Kingdom,5,5,5,555,15
15571,12,14,4051.63,United Kingdom,5,5,5,555,15
15572,5,10,4068.67,United Kingdom,5,5,5,555,15
15573,32,5,1207.18,United Kingdom,4,4,3,443,11
15574,178,6,1518.7,United Kingdom,3,4,4,344,11
15575,620,1,30.1,United Kingdom,1,1,1,111,3
15576,38,1,940.6700000000001,United Kingdom,4,1,3,413,8
15577,151,5,397.98,United Kingdom,3,4,2,342,9
15578,162,1,127.1,United Kingdom,3,1,1,311,5
15579,69,5,1302.5,United Kingdom,3,4,4,344,11
15580,377,8,1381.19,United Kingdom,2,4,4,244,10
15581,121,38,7794.59,United Kingdom,3,5,5,355,13
15582,25,3,682.9100000000001,United Kingdom,4,3,3,433,10
15583,376,1,107.86,United Kingdom,2,1,1,211,4
15584,24,6,1277.5,United Kingdom,4,4,4,444,12
15585,177,1,455.3,United Kingdom,3,1,2,312,6
15586,593,3,1139.1,United Kingdom,1,3,3,133,7
15587,50,7,1522.0800000000002,United Kingdom,4,4,4,444,12
15588,678,1,579.6,United Kingdom,1,1,2,112,4
15589,256,3,478.53000000000003,United Kingdom,2,3,2,232,7
15590,382,5,1496.6,United Kingdom,2,4,4,244,10
15591,583,3,217.9,United Kingdom,1,3,1,131,5
15592,47,1,388.58,United Kingdom,4,1,2,412,7
15593,71,1,199.8,United Kingdom,3,1,1,311,5
15594,16,5,1771.78,United Kingdom,5,4,4,544,13
15595,488,1,357.6,United Kingdom,1,1,2,112,4
15596,101,9,3130.04,United Kingdom,3,5,5,355,13
15597,35,2,563.37,United Kingdom,4,2,2,422,8
15598,53,2,548.02,United Kingdom,4,2,2,422,8
15599,27,3,1250.06,United Kingdom,4,3,4,434,11
15600,428,4,1199.31,United Kingdom,1,3,3,133,7
15601,11,30,14960.12,United Kingdom,5,5,5,555,15
15602,8,16,3230.51,United Kingdom,5,5,5,555,15
15603,79,2,88.48,United Kingdom,3,2,1,321,6
15604,52,1,216.39,United Kingdom,4,1,1,411,6
15605,36,9,1936.8,United Kingdom,4,5,4,454,13
15606,61,17,5230.99,United Kingdom,3,5,5,355,13
15607,337,9,1708.97,United Kingdom,2,5,4,254,11
15608,28,5,1785.98,United Kingdom,4,4,4,444,12
15609,184,1,298.48,United Kingdom,3,1,2,312,6
15610,52,1,112.46000000000001,United Kingdom,4,1,1,411,6
15611,10,26,2997.28,United Kingdom,5,5,5,555,15
15612,36,2,195.15,United Kingdom,4,2,1,421,7
15613,610,1,433.71999999999997,United Kingdom,1,1,2,112,4
15614,438,4,3147.36,United Kingdom,1,3,5,135,9
15615,10,47,21373.97,United Kingdom,5,5,5,555,15
15616,438,1,317.11,United Kingdom,1,1,2,112,4
15617,396,3,828.5500000000001,United Kingdom,2,3,3,233,8
15618,33,4,776.851,United Kingdom,4,3,3,433,10
15619,11,1,336.40000000000003,United Kingdom,5,1,2,512,8
15620,57,4,1942.36,United Kingdom,4,3,4,434,11
15621,4,4,1293.03,United Kingdom,5,3,4,534,12
15622,43,17,7852.61,United Kingdom,4,5,5,455,14
15623,141,8,2437.05,United Kingdom,3,4,4,344,11
15624,117,4,588.13,United Kingdom,3,3,2,332,8
15625,104,9,3236.4,United Kingdom,3,5,5,355,13
15626,75,3,1067.52,United Kingdom,3,3,3,333,9
15627,457,2,566.9,United Kingdom,1,2,2,122,5
15628,5,17,5652.26,United Kingdom,5,5,5,555,15
15629,450,4,2240.9,United Kingdom,1,3,4,134,8
15630,45,3,1481.4,United Kingdom,4,3,4,434,11
15631,642,1,596.67,United Kingdom,1,1,2,112,4
15632,16,8,3285.31,United Kingdom,5,4,5,545,14
15633,509,13,4352.46,United Kingdom,1,5,5,155,11
15634,17,2,554.65,United Kingdom,5,2,2,522,9
15635,396,1,100.35,United Kingdom,2,1,1,211,4
15636,90,4,1444.58,United Kingdom,3,3,4,334,10
15637,53,5,797.59,United Kingdom,4,4,3,443,11
15638,379,6,2265.2,United Kingdom,2,4,4,244,10
15639,134,3,1065.08,United Kingdom,3,3,3,333,9
15640,4,29,23957.58,United Kingdom,5,5,5,555,15
15641,105,12,5345.55,United Kingdom,3,5,5,355,13
15642,730,1,105.78000000000002,United Kingdom,1,1,1,111,3
15643,192,3,664.0,United Kingdom,2,3,3,233,8
15644,166,4,813.0,United Kingdom,3,3,3,333,9
15645,19,3,1055.17,United Kingdom,5,3,3,533,11
15646,158,5,974.61,United Kingdom,3,4,3,343,10
15647,415,1,169.0,United Kingdom,1,1,1,111,3
15648,204,2,657.35,United Kingdom,2,2,3,223,7
15649,336,4,2170.35,United Kingdom,2,3,4,234,9
15650,522,2,553.88,United Kingdom,1,2,2,122,5
15651,37,5,1259.06,United Kingdom,4,4,4,444,12
15652,91,5,1420.34,United Kingdom,3,4,4,344,11
15653,93,2,877.4399999999999,United Kingdom,3,2,3,323,8
15654,9,2,922.53,United Kingdom,5,2,3,523,10
15655,243,1,560.67,United Kingdom,2,1,2,212,5
15656,45,4,748.5,United Kingdom,4,3,3,433,10
15657,23,1,30.0,United Kingdom,4,1,1,411,6
15658,190,8,2423.4700000000003,United Kingdom,2,4,4,244,10
15659,44,3,532.49,United Kingdom,4,3,2,432,9
15660,25,15,2812.99,United Kingdom,4,5,4,454,13
15661,317,8,1215.95,United Kingdom,2,4,3,243,9
15662,661,2,283.73,United Kingdom,1,2,1,121,4
15663,106,1,138.14,United Kingdom,3,1,1,311,5
15664,51,4,1254.03,United Kingdom,4,3,4,434,11
15665,168,5,4015.12,United Kingdom,3,4,5,345,12
15666,472,2,632.9399999999999,United Kingdom,1,2,3,123,6
15667,40,1,301.32,United Kingdom,4,1,2,412,7
15668,218,1,76.32000000000001,United Kingdom,2,1,1,211,4
15669,40,4,684.34,United Kingdom,4,3,3,433,10
15670,297,2,325.2,United Kingdom,2,2,2,222,6
15671,19,7,2657.13,United Kingdom,5,4,4,544,13
15672,725,1,45.300000000000004,United Kingdom,1,1,1,111,3
15673,88,9,6414.79,United Kingdom,3,5,5,355,13
15674,73,13,6948.2300000000005,United Kingdom,3,5,5,355,13
15675,81,4,542.04,United Kingdom,3,3,2,332,8
15676,19,3,3435.76,United Kingdom,5,3,5,535,13
15677,49,3,1305.63,United Kingdom,4,3,4,434,11
15678,53,3,1893.89,United Kingdom,4,3,4,434,11
15679,24,4,781.28,United Kingdom,4,3,3,433,10
15680,9,10,4507.58,United Kingdom,5,5,5,555,15
15681,25,14,2989.7,United Kingdom,4,5,5,455,14
15682,599,2,318.24,United Kingdom,1,2,2,122,5
15683,117,2,524.54,United Kingdom,3,2,2,322,7
15684,547,3,173.95,United Kingdom,1,3,1,131,5
15685,450,1,55.980000000000004,United Kingdom,1,1,1,111,3
15686,420,1,90.0,United Kingdom,1,1,1,111,3
15687,9,9,2993.1,United Kingdom,5,5,5,555,15
15688,419,1,190.57,United Kingdom,1,1,1,111,3
15689,120,3,521.03,United Kingdom,3,3,2,332,8
15690,4,2,239.76,United Kingdom,5,2,1,521,8
15691,252,4,571.3,United Kingdom,2,3,2,232,7
15692,28,1,191.04,United Kingdom,4,1,1,411,6
15693,659,1,37.5,United Kingdom,1,1,1,111,3
15694,1,24,10810.81,United Kingdom,5,5,5,555,15
15695,267,4,1131.04,United Kingdom,2,3,3,233,8
15696,33,13,3906.57,United Kingdom,4,5,5,455,14
15697,690,1,246.75,United Kingdom,1,1,1,111,3
15698,624,1,46.2,United Kingdom,1,1,1,111,3
15699,18,1,309.65,United Kingdom,5,1,2,512,8
15700,172,2,696.68,United Kingdom,3,2,3,323,8
15701,2,4,1542.14,United Kingdom,5,3,4,534,12
15702,476,2,140.39000000000001,Nigeria,1,2,1,121,4
15703,265,1,211.5,United Kingdom,2,1,1,211,4
15704,140,6,3817.96,United Kingdom,3,4,5,345,12
15705,201,1,143.1,United Kingdom,2,1,1,211,4
15706,64,4,1060.56,United Kingdom,3,3,3,333,9
15707,35,4,945.58,United Kingdom,4,3,3,433,10
15708,41,9,4378.72,United Kingdom,4,5,5,455,14
15709,284,2,327.85,United Kingdom,2,2,2,222,6
15710,417,1,898.87,United Kingdom,1,1,3,113,5
15711,557,2,420.25,United Kingdom,1,2,2,122,5
15712,9,12,3472.4100000000003,United Kingdom,5,5,5,555,15
15713,143,4,1010.79,United Kingdom,3,3,3,333,9
15714,12,5,784.8100000000001,United Kingdom,5,4,3,543,12
15715,556,5,658.02,United Kingdom,1,4,3,143,8
15716,146,11,3056.81,United Kingdom,3,5,5,355,13
15717,234,5,607.0,United Kingdom,2,4,2,242,8
15718,540,1,293.79,United Kingdom,1,1,2,112,4
15719,33,31,10223.06,United Kingdom,4,5,5,455,14
15720,24,2,741.92,United Kingdom,4,2,3,423,9
15721,12,1,507.08,United Kingdom,5,1,2,512,8
15722,36,11,5258.1,United Kingdom,4,5,5,455,14
15723,365,4,947.65,United Kingdom,2,3,3,233,8
15724,201,3,310.85,United Kingdom,2,3,2,232,7
15725,15,1,415.25,United Kingdom,5,1,2,512,8
15726,390,1,321.91,United Kingdom,2,1,2,212,5
15727,17,15,9445.51,United Kingdom,5,5,5,555,15
15728,380,2,544.6,United Kingdom,2,2,2,222,6
15729,213,3,192.55,United Kingdom,2,3,1,231,6
15730,66,5,1726.58,United Kingdom,3,4,4,344,11
15731,554,1,125.3,United Kingdom,1,1,1,111,3
15732,212,10,1682.07,United Kingdom,2,5,4,254,11
15733,283,1,162.3,United Kingdom,2,1,1,211,4
15734,115,4,2263.3,United Kingdom,3,3,4,334,10
15735,421,1,327.68,United Kingdom,1,1,2,112,4
15736,435,2,1815.72,United Kingdom,1,2,4,124,7
15737,15,8,1205.1200000000001,United Kingdom,5,4,3,543,12
15738,19,41,13372.970000000001,United Kingdom,5,5,5,555,15
15739,66,1,449.12,United Kingdom,3,1,2,312,6
15740,49,1,154.88,United Kingdom,4,1,1,411,6
15741,458,2,208.62,United Kingdom,1,2,1,121,4
15742,619,1,156.87,United Kingdom,1,1,1,111,3
15743,16,4,784.46,United Kingdom,5,3,3,533,11
15744,78,1,34.8,United Kingdom,3,1,1,311,5
15745,19,4,1094.59,United Kingdom,5,3,3,533,11
15746,134,1,196.88,United Kingdom,3,1,1,311,5
15747,13,9,2562.61,United Kingdom,5,5,4,554,14
15748,40,3,614.7600000000001,United Kingdom,4,3,2,432,9
15749,235,3,44534.3,United Kingdom,2,3,5,235,10
15750,3,18,6797.191,United Kingdom,5,5,5,555,15
15751,461,11,1380.44,United Kingdom,1,5,4,154,10
15752,40,9,4207.54,United Kingdom,4,5,5,455,14
15753,305,1,79.2,United Kingdom,2,1,1,211,4
15754,51,9,3037.61,United Kingdom,4,5,5,455,14
15755,10,17,5993.12,United Kingdom,5,5,5,555,15
15756,61,4,532.96,United Kingdom,3,3,2,332,8
15757,66,6,2940.36,United Kingdom,3,4,4,344,11
15758,25,1,205.25,United Kingdom,4,1,1,411,6
15759,218,7,830.9300000000001,United Kingdom,2,4,3,243,9
15760,631,2,13916.34,Norway,1,2,5,125,8
15761,443,1,143.05,United Kingdom,1,1,1,111,3
15762,65,2,583.75,United Kingdom,3,2,2,322,7
15763,32,2,1086.92,United Kingdom,4,2,3,423,9
15764,88,8,4503.08,United Kingdom,3,4,5,345,12
15765,667,1,370.63,United Kingdom,1,1,2,112,4
15766,64,3,831.06,United Kingdom,3,3,3,333,9
15768,116,34,15601.09,United Kingdom,3,5,5,355,13
15769,7,46,88704.32,United Kingdom,5,5,5,555,15
15770,613,1,321.45,United Kingdom,1,1,2,112,4
15771,604,3,1006.54,United Kingdom,1,3,3,133,7
15772,418,1,280.88,United Kingdom,1,1,1,111,3
15773,6,2,774.52,United Kingdom,5,2,3,523,10
15774,69,6,1329.94,United Kingdom,3,4,4,344,11
15775,245,2,150.5,United Kingdom,2,2,1,221,5
15776,133,1,241.62,United Kingdom,3,1,1,311,5
15777,241,7,1762.61,United Kingdom,2,4,4,244,10
15778,431,1,307.95,United Kingdom,1,1,2,112,4
15779,463,2,124.08000000000001,United Kingdom,1,2,1,121,4
15780,184,3,475.28000000000003,United Kingdom,3,3,2,332,8
15781,25,3,345.46,United Kingdom,4,3,2,432,9
15782,10,4,4014.1,United Kingdom,5,3,5,535,13
15783,11,1,246.3,United Kingdom,5,1,1,511,7
15784,468,2,848.3299999999999,United Kingdom,1,2,3,123,6
15785,33,16,5969.93,United Kingdom,4,5,5,455,14
15786,46,5,8514.82,United Kingdom,4,4,5,445,13
15787,26,3,948.05,United Kingdom,4,3,3,433,10
15788,509,1,221.82999999999998,United Kingdom,1,1,1,111,3
15789,358,6,1962.01,United Kingdom,2,4,4,244,10
15790,10,1,220.85,United Kingdom,5,1,1,511,7
15791,44,5,3608.34,United Kingdom,4,4,5,445,13
15792,400,2,933.84,United Kingdom,2,2,3,223,7
15793,15,8,2399.57,United Kingdom,5,4,4,544,13
15794,736,2,777.0,United Kingdom,1,2,3,123,6
15795,150,8,1979.8700000000001,United Kingdom,3,4,4,344,11
15796,1,17,5175.83,United Kingdom,5,5,5,555,15
15797,113,6,2821.08,United Kingdom,3,4,4,344,11
15798,493,3,1535.37,United Kingdom,1,3,4,134,8
15799,76,4,1424.29,United Kingdom,3,3,4,334,10
15800,107,7,1242.58,United Kingdom,3,4,3,343,10
15801,46,3,1063.95,United Kingdom,4,3,3,433,10
15802,143,1,451.42,United Kingdom,3,1,2,312,6
15803,51,4,1929.66,United Kingdom,4,3,4,434,11
15804,1,13,4206.39,United Kingdom,5,5,5,555,15
15805,23,30,10189.23,United Kingdom,4,5,5,455,14
15806,46,3,784.58,United Kingdom,4,3,3,433,10
15807,50,5,1817.52,United Kingdom,4,4,4,444,12
15808,306,21,18409.93,United Kingdom,2,5,5,255,12
15809,36,7,1274.44,United Kingdom,4,4,4,444,12
15810,79,8,2999.04,United Kingdom,3,4,5,345,12
15811,22,7,3890.52,United Kingdom,4,4,5,445,13
15812,107,12,5201.47,United Kingdom,3,5,5,355,13
15813,208,2,1303.9099999999999,United Kingdom,2,2,4,224,8
15814,17,6,2634.44,United Kingdom,5,4,4,544,13
15815,64,5,2100.6,United Kingdom,3,4,4,344,11
15816,542,2,144.14999999999998,United Kingdom,1,2,1,121,4
15817,421,3,2766.4,United Kingdom,1,3,4,134,8
15818,588,1,340.5,United Kingdom,1,1,2,112,4
15819,49,10,3934.79,United Kingdom,4,5,5,455,14
15820,320,1,206.98,United Kingdom,2,1,1,211,4
15821,44,2,570.96,United Kingdom,4,2,2,422,8
15822,3,6,1840.06,United Kingdom,5,4,4,544,13
15823,372,3,3897.17,United Kingdom,2,3,5,235,10
15824,453,2,890.94,United Kingdom,1,2,3,123,6
15825,172,1,532.94,United Kingdom,3,1,2,312,6
15826,56,4,2598.28,United Kingdom,4,3,4,434,11
15827,73,28,3794.07,United Kingdom,3,5,5,355,13
15828,375,1,1108.82,United Kingdom,2,1,3,213,6
15829,99,2,636.14,United Kingdom,3,2,3,323,8
15830,38,1,576.0,United Kingdom,4,1,2,412,7
15831,58,3,801.76,United Kingdom,4,3,3,433,10
15832,254,1,836.79,United Kingdom,2,1,3,213,6
15833,738,1,80.4,United Kingdom,1,1,1,111,3
15834,70,7,3772.9900000000002,United Kingdom,3,4,5,345,12
15835,44,4,954.09,United Kingdom,4,3,3,433,10
15836,50,1,137.37,United Kingdom,4,1,1,411,6
15837,65,2,777.01,United Kingdom,3,2,3,323,8
15838,11,34,74163.0,United Kingdom,5,5,5,555,15
15839,33,3,1048.49,United Kingdom,4,3,3,433,10
15840,59,2,355.56,United Kingdom,3,2,2,322,7
15841,73,9,2742.41,United Kingdom,3,5,4,354,12
15842,393,2,548.8,United Kingdom,2,2,2,222,6
15843,304,1,118.95000000000002,United Kingdom,2,1,1,211,4
15844,46,1,130.73999999999998,United Kingdom,4,1,1,411,6
15845,18,11,4426.28,United Kingdom,5,5,5,555,15
15846,385,1,107.01,United Kingdom,2,1,1,211,4
15847,38,5,822.57,United Kingdom,4,4,3,443,11
15848,622,1,139.94,United Kingdom,1,1,1,111,3
15850,19,6,1058.72,United Kingdom,5,4,3,543,12
15851,527,1,109.73,United Kingdom,1,1,1,111,3
15852,187,3,257.26,United Kingdom,3,3,1,331,7
15853,52,1,110.8,United Kingdom,4,1,1,411,6
15854,4,21,5583.81,United Kingdom,5,5,5,555,15
15855,137,6,1052.72,United Kingdom,3,4,3,343,10
15856,4,52,34220.340000000004,United Kingdom,5,5,5,555,15
15857,19,2,570.48,United Kingdom,5,2,2,522,9
15858,16,13,3960.37,United Kingdom,5,5,5,555,15
15859,432,1,438.46,United Kingdom,1,1,2,112,4
15860,41,17,2505.21,United Kingdom,4,5,4,454,13
15861,12,12,4401.79,United Kingdom,5,5,5,555,15
15862,8,13,2928.29,United Kingdom,5,5,4,554,14
15863,26,5,358.7,United Kingdom,4,4,2,442,10
15864,22,7,2180.76,United Kingdom,4,4,4,444,12
15865,41,5,2248.92,United Kingdom,4,4,4,444,12
15866,101,1,230.53,United Kingdom,3,1,1,311,5
15867,5,31,9063.95,United Kingdom,5,5,5,555,15
15868,583,1,94.53,United Kingdom,1,1,1,111,3
15869,277,3,323.65999999999997,United Kingdom,2,3,2,232,7
15870,33,4,862.61,United Kingdom,4,3,3,433,10
15871,437,1,33.099999999999994,United Kingdom,1,1,1,111,3
15872,15,4,795.68,United Kingdom,5,3,3,533,11
15873,500,4,313.91999999999996,United Kingdom,1,3,2,132,6
15874,64,21,11284.76,United Kingdom,3,5,5,355,13
15875,646,1,111.72,United Kingdom,1,1,1,111,3
15876,409,2,1449.1399999999999,United Kingdom,2,2,4,224,8
15877,2,2,493.28,United Kingdom,5,2,2,522,9
15878,562,2,330.77,United Kingdom,1,2,2,122,5
15879,404,4,1157.3,United Kingdom,2,3,3,233,8
15880,369,1,686.5600000000001,United Kingdom,2,1,3,213,6
15881,312,5,501.39000000000004,United Kingdom,2,4,2,242,8
15882,199,8,1495.98,United Kingdom,2,4,4,244,10
15883,2,2,396.48,United Kingdom,5,2,2,522,9
15884,432,2,249.70000000000002,United Kingdom,1,2,1,121,4
15885,93,15,1951.82,United Kingdom,3,5,4,354,12
15886,60,4,1052.8700000000001,United Kingdom,3,3,3,333,9
15887,407,3,1027.15,United Kingdom,2,3,3,233,8
15888,81,3,429.16,United Kingdom,3,3,2,332,8
15889,157,8,1806.28,United Kingdom,3,4,4,344,11
15890,395,5,535.65,United Kingdom,2,4,2,242,8
15891,227,1,524.52,United Kingdom,2,1,2,212,5
15892,669,1,128.2,United Kingdom,1,1,1,111,3
15893,482,1,305.28000000000003,United Kingdom,1,1,2,112,4
15894,253,2,420.29,United Kingdom,2,2,2,222,6
15895,150,1,179.17,United Kingdom,3,1,1,311,5
15897,194,2,222.05,United Kingdom,2,2,1,221,5
15898,1,25,5596.31,United Kingdom,5,5,5,555,15
15899,369,1,112.5,United Kingdom,2,1,1,211,4
15900,24,4,900.4,United Kingdom,4,3,3,433,10
15901,17,7,703.22,United Kingdom,5,4,3,543,12
15902,380,1,145.01,United Kingdom,2,1,1,211,4
15903,10,12,8939.84,United Kingdom,5,5,5,555,15
15904,8,1,164.68,United Kingdom,5,1,1,511,7
15905,543,1,114.69,United Kingdom,1,1,1,111,3
15906,20,10,2555.64,United Kingdom,4,5,4,454,13
15907,4,3,967.45,United Kingdom,5,3,3,533,11
15908,491,2,764.57,United Kingdom,1,2,3,123,6
15909,174,1,191.94,United Kingdom,3,1,1,311,5
15910,1,15,2681.8,United Kingdom,5,5,4,554,14
15911,624,8,1702.34,United Kingdom,1,4,4,144,9
15912,178,9,1074.7,United Kingdom,3,5,3,353,11
15913,534,1,6.300000000000001,United Kingdom,1,1,1,111,3
15914,378,2,205.99,United Kingdom,2,2,1,221,5
15915,402,1,429.21,United Kingdom,2,1,2,212,5
15916,16,13,3427.17,United Kingdom,5,5,5,555,15
15917,248,5,560.63,United Kingdom,2,4,2,242,8
15918,191,3,582.88,United Kingdom,2,3,2,232,7
15919,20,2,910.61,United Kingdom,4,2,3,423,9
15920,154,9,571.64,United Kingdom,3,5,2,352,10
15921,173,4,802.11,United Kingdom,3,3,3,333,9
15922,373,1,739.0,United Kingdom,2,1,3,213,6
15923,373,1,254.16,United Kingdom,2,1,1,211,4
15924,731,1,102.82,United Kingdom,1,1,1,111,3
15925,194,1,207.15,United Kingdom,2,1,1,211,4
15926,542,1,134.44,United Kingdom,1,1,1,111,3
15927,647,1,123.39,United Kingdom,1,1,1,111,3
15928,656,1,293.53,United Kingdom,1,1,2,112,4
15929,644,1,594.0,United Kingdom,1,1,2,112,4
15930,67,1,426.63,United Kingdom,3,1,2,312,6
15931,428,1,239.9,United Kingdom,1,1,1,111,3
15932,4,8,2495.87,United Kingdom,5,4,4,544,13
15933,21,3,1107.46,United Kingdom,4,3,3,433,10
15934,418,2,2190.66,United Kingdom,1,2,4,124,7
15935,239,2,416.86,United Kingdom,2,2,2,222,6
15936,379,2,282.79,United Kingdom,2,2,1,221,5
15937,64,1,145.35,United Kingdom,3,1,1,311,5
15938,112,9,734.81,United Kingdom,3,5,3,353,11
15939,90,16,9060.39,United Kingdom,3,5,5,355,13
15940,311,1,35.8,United Kingdom,2,1,1,211,4
15941,637,1,405.0,United Kingdom,1,1,2,112,4
15942,134,1,337.44,United Kingdom,3,1,2,312,6
15943,650,2,271.28999999999996,United Kingdom,1,2,1,121,4
15944,277,4,2164.24,United Kingdom,2,3,4,234,9
15945,365,4,827.27,United Kingdom,2,4,3,243,9
15946,503,3,2304.18,United Kingdom,1,3,4,134,8
15947,83,1,1708.24,United Kingdom,3,1,4,314,8
15948,8,3,1509.0900000000001,United Kingdom,5,3,4,534,12
15949,17,2,364.72,United Kingdom,5,2,2,522,9
15950,32,10,7180.71,United Kingdom,4,5,5,455,14
15951,9,3,1013.17,United Kingdom,5,3,3,533,11
15952,34,4,806.57,United Kingdom,4,4,3,443,11
15953,15,18,3669.5499999999997,United Kingdom,5,5,5,555,15
15954,589,1,190.75,United Kingdom,1,1,1,111,3
15955,24,22,8658.36,United Kingdom,4,5,5,455,14
15956,551,2,617.6,United Kingdom,1,2,2,122,5
15957,32,3,930.1,United Kingdom,4,3,3,433,10
15958,74,4,492.99,United Kingdom,3,4,2,342,9
15959,682,3,579.49,United Kingdom,1,3,2,132,6
15960,374,4,410.95,United Kingdom,2,4,2,242,8
15961,379,1,451.28999999999996,United Kingdom,2,1,2,212,5
15962,449,1,295.83,United Kingdom,1,1,2,112,4
15963,20,2,470.76,United Kingdom,4,2,2,422,8
15964,663,1,272.96000000000004,United Kingdom,1,1,1,111,3
15965,17,13,3013.09,United Kingdom,5,5,5,555,15
15966,451,1,426.53000000000003,United Kingdom,1,1,2,112,4
15967,23,12,3041.6,United Kingdom,4,5,5,455,14
15968,388,1,418.05,United Kingdom,2,1,2,212,5
15969,3,5,1127.05,United Kingdom,5,4,3,543,12
15970,304,2,1017.32,United Kingdom,2,2,3,223,7
15971,18,18,5902.83,United Kingdom,5,5,5,555,15
15972,456,5,1810.27,United Kingdom,1,4,4,144,9
15973,367,3,988.44,United Kingdom,2,3,3,233,8
15974,39,7,3442.15,United Kingdom,4,4,5,445,13
15975,84,1,371.01,United Kingdom,3,1,2,312,6
15976,165,6,1746.6399999999999,United Kingdom,3,4,4,344,11
15977,17,2,1054.73,United Kingdom,5,2,3,523,10
15978,77,3,3279.42,United Kingdom,3,3,5,335,11
15979,603,1,329.22,United Kingdom,1,1,2,112,4
15980,89,7,6593.68,United Kingdom,3,4,5,345,12
15981,25,21,9362.77,United Kingdom,4,5,5,455,14
15982,605,1,324.51,United Kingdom,1,1,2,112,4
15983,22,8,3958.8199999999997,United Kingdom,4,4,5,445,13
15984,3,30,8759.32,United Kingdom,5,5,5,555,15
15985,123,7,2715.28,United Kingdom,3,4,4,344,11
15986,30,2,354.42,United Kingdom,4,2,2,422,8
15987,12,8,1682.13,United Kingdom,5,4,4,544,13
15988,19,3,770.09,United Kingdom,5,3,3,533,11
15989,376,2,372.51,United Kingdom,2,2,2,222,6
15990,44,7,2010.05,United Kingdom,4,4,4,444,12
15991,534,1,150.55,United Kingdom,1,1,1,111,3
15992,4,3,896.6,United Kingdom,5,3,3,533,11
15993,9,7,2797.57,United Kingdom,5,4,4,544,13
15994,55,3,1202.18,United Kingdom,4,3,3,433,10
15995,414,1,696.19,United Kingdom,1,1,3,113,5
15996,88,7,1686.9,United Kingdom,3,4,4,344,11
15998,37,16,8308.34,United Kingdom,4,5,5,455,14
15999,736,1,20.4,United Kingdom,1,1,1,111,3
16000,3,3,12393.7,United Kingdom,5,3,5,535,13
16001,381,1,583.39,United Kingdom,2,1,2,212,5
16002,625,1,169.21,United Kingdom,1,1,1,111,3
16003,30,10,5613.83,United Kingdom,4,5,5,455,14
16004,475,5,2146.39,United Kingdom,1,4,4,144,9
16005,12,10,2436.22,United Kingdom,5,5,4,554,14
16006,211,2,347.17,United Kingdom,2,2,2,222,6
16007,48,7,3075.14,United Kingdom,4,4,5,445,13
16008,24,15,5384.13,United Kingdom,4,5,5,455,14
16009,22,4,992.71,United Kingdom,4,4,3,443,11
16010,246,11,1724.06,United Kingdom,2,5,4,254,11
16011,8,29,5880.46,United Kingdom,5,5,5,555,15
16012,35,5,2989.79,United Kingdom,4,4,5,445,13
16013,4,84,57446.44,United Kingdom,5,5,5,555,15
16014,38,5,1130.27,United Kingdom,4,4,3,443,11
16015,4,3,705.39,United Kingdom,5,3,3,533,11
16016,3,11,2533.94,United Kingdom,5,5,4,554,14
16017,47,5,1553.83,United Kingdom,4,4,4,444,12
16018,39,4,698.13,United Kingdom,4,4,3,443,11
16019,47,27,17465.85,United Kingdom,4,5,5,455,14
16020,17,3,851.01,United Kingdom,5,3,3,533,11
16021,395,2,532.25,United Kingdom,2,2,2,222,6
